Species
Abies Mill. fir
Abies alba Mill.
Abies amabilis Dougl. ex Forbes
Abies balsamea (L.) Mill.
Abies borisii-regis Mattf.
Abies bornmuelleriana Mattf.
Abies bracteata (D.Don) Nutt.
Abies cephalonica Loud.
Abies chensiensis van Tiegh
Abies cilicica (Ant. & Kotschy) Carr.
Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.
Abies equi-trojani Aschers. & Sint.
Abies faxoniana Rehd. & Wils.
Abies firma Sieb. & Zucc.
Abies forestii Rogers
Abies fraseri (Pursh) Poir.
Abies grandis (Dougl. ex D. Don) Lindl.
Abies holophylla Maxim.
Abies kawakamii (Hayata) Ito
Abies koreana Wils.
Abies lasiocarpa (Hook.) Nutt.
Abies magnifica A. Murr.
Abies mariessi Mast.
Abies marocana Trabut
Abies nebrodensis (Lojac.) Mattei
Abies nephrolepis Maxim.
Abies nordmanniana (Stev.) Spach
Abies numidica De Lannoy ex. Carr.
Abies pindrow (Royle) Spach
Abies pinsapo Boiss.
Abies procera Rehd.
Abies recurvata Mast.
Abies religiosa Schlecht.
Abies sachalinensis (Schmidt) Mast.
Abies sibirica Ledeb.
Abies spectabilis (D. Don) Spach
Abies squamata Mast.
Abies vietchii Lindl.
Acacia alpina F.Muell.
Acacia catechu Willd.
Acacia giraffae Willd.
Acacia hotwittii
Acacia melanoxylon R.Br.
Acacia nilotica (L.) Willd. ex Delile
Acacia raddiana Savia
Acer L.
Acer campestre L.
Acer negundo L.
Acer mono Maxim.
Acer opalus Mill.
Acer pensylvanicum L.
Acer platanoides L.
Acer pseudoplatanus L.
Acer rubrum L.
Acer saccharinum L.
Acer saccharum Marsh.
Acer spicatum Lam.
Acer turkestanica Pax
Adansonia digitata L.
Adenostoma fasciculatum Hook. & Arn.
Adesmia horrida Gill.
Adesmia uspallatensis Gill.
Aesculus hippocastanum L.
Aextoxicon punctatum R. & Pav.
Afzelia africana Smith
Afzelia quanzensis Welw.
Agathis australis (D.Don) Lindley
Agathis macrophylla
Agathis moorei Mast.
Agathis ovata Warb.
Agathis palmerstoni F.v.M.
Agathis robusta (C. Moore ex F. Muell) Bailey
Agathis vitiensis (Seeman) Benth. & Hook.f. ex Drake
Ailanthus altissima (Mill.) Swingle
Allocasuarina verticillata (Lam.) L.A.S. Johnson
Alnus Mill.
Alnus glutinosa (L.) Gaertn.
Alnus hirsuta (Spach.) Rupr.
Alnus incana (L.) Moench
Alnus maximowiczii Callier
Alnus rhombifolia Nutt.
Alnus rubra Bong.
Alnus rugosa (Du Roi) Spreng.
Alnus serrulata (Ait.) Willd.
Alnus sinuata (Regel.) Rydb.
Alnus viridis (Chaix) DC. in Lam. & DC.
Alnus viridis var. crispa (Ait.) Turrill
Amelanchier Medik.
Amelanchier ovalis M.
Amomyrtus luma (Mol.) Legr. & Kaus.
Andira coriacea Pulle
Annona spraguei ARSP Araucaria A.L. Juss.
Araucaria angustifolia (Bertol.) Kuntze
Araucaria araucana (Molina) K. Koch
Araucaria bidwilli Hook.
Araucaria cunninghamii Aiton ex D. Don
Araucaria heterophylla (Salisb.) Franco
Araucaria hunsteinii Klinki
Arctostaphylos glauca Lindl.
Artemisia tridentata Nutt.
Athrotaxis cupressoides D. Don
Athrotaxis selaginoides D. Don
Aucoumea klaineana Pierre
Austrocedrus chilensis (D. Don) Florin & Boutelje
Balanites aegyptiaca Del.
Beilschmiedia tawa (A. Cunn.)
Berberis vulgaria L.
Bertholletia excelsa H.B.K.
Betula L.
Betula albosinensis Burk.
Betula alleghaniensis Britton
Betula ermanii Cham.
Betula glandulosa Michx.
Betula grossa Sieb. & Zucc.
Betula lenta L.
Betula nigra L.
Betula papyrifera Marsh.
Betula papyrifera var. neoalaskana (Sarg.) Raup
"Betula pendula Roth = Betula verrucosa Ehrl. silver birch, European white birch"
Betula platyphylla Suk.
Betula populifolia Marsh.
Betula pubescens Ehrh.
Betula utilis D.Don
Betula verrucosa Ehrl.
Bombacopsis quinata (Jaqu.) Dugand
Bombax malabaricum DC.
Bursera graveolens (Kunth) Triana & Planch.
Bursera simaruba (L.) Sarg.
Buxus sempervirens L.
Callitris Ventenat
Callitris columellaris F. Muell.
Callitris intratropica Baker & Smith
Callitris macleayana (F. Muell.) F. Muell
Callitris preissii Miq.
Callitris robusta R. Br. ex Bailey = Callitris preissii Miq.
Calocedrus decurrens (Torr.) Florin
Canthium burttii
Capparis scabrida Kunth
Carapa procera C.DC.
Carpinus betulus L.
Carya Nutt.
Carya cordoformis (Wangenh.) K. Koch
Carya glabra (Mill.) Sweet
Carya illinoensis (Wagenh.) K. Koch
Carya ovata (Mill.) K. Koch
Carya tomentosa (Poir.) Nutt.
Caryocar glabrum Aubl.
Castanea crenata Sieb. & Zucc.
Castanea dentata (Marsh.) Borkh.
Castanea sativa Mill.
Casuarina litoralis Salisb.
Catalpa speciosa Warder ex Engelm.
Ceanothus crassifolius Torr.
Cedrela P.Br.
Cedrela angustifolia Sesse & Mocino ex DC.  cedro salteno
Cedrela fissilis Vell.
Cedrela lilloi C. DC.
Cedrela odorata L.
Cedrela toona Roxb. ex. Rottler = Toona australis (F. Muell.)
Cedrus Trew
Cedrus atlantica (Endl.) Manetti
Cedrus brevifolia Henry = Cedrus libani var. Brevifolia
Cedrus deodara (D. Don) G. Don
Cedrus libani A. Richard
Celtis L.
Celtis australis L.
